Rank,Item,Major Group,Family Group,Menu Class,Total Net Sales,Total Qty Sold,Avg Price,Discount,Discount Pct,Rev Contribution Pct,Cumulative Rev Pct
1,Oxtail,Food,Main Grill,Star,7253489.8,23064,314.49,-51981.009999999995,-0.71,2.4636,2.4636
2,Grilled Salmon ,Food,Main Sea Food,Star,6903685.359999999,21122,326.85,-68896.76999999999,-0.99,2.3448,4.8084
3,Chalmar T-Bone 500g,Food,Main Grill,Star,5261985.63,15884,331.28,-27394.32,-0.52,1.7872,6.5956
4,Full English Breakfast,Food,Breakfast,Star,5257361.81,19529,269.21,-96045.85,-1.79,1.7857,8.3813
5,800g Pork Ribs,Food,Main Grill,Star,4982206.9,15409,323.33,-47220.380000000005,-0.94,1.6922,10.0735
6,Guest Bar Snack,Food,Banqueting - Cocktail ,Star,4767709.83,26963,176.82,-8950.27,-0.19,1.6193,11.6928
7,Grilled Chicken Thigh,Food,Main Poultry,Star,4685823.78,25179,186.1,-30894.120000000003,-0.65,1.5915,13.2843
8,Moet & Chandon Nectar ,Beverage,Ent - Sparkling Wine,Star,4657832.02,3548,1312.8,-73167.5,-1.55,1.582,14.8663
9,Veuve Clicquot Yellow Label ,Beverage,Ent - Sparkling Wine,Star,4594305.18,3326,1381.33,-70574.7,-1.51,1.5604,16.4267
10,Veuve Clicquot Rich ,Beverage,Ent - Sparkling Wine,Star,4443053.74,3065,1449.61,-53203.68,-1.18,1.5091,17.9358
11,Meat Platter for 4,Food,Main Specials,Star,4399324.34,4135,1063.92,-39538.54,-0.89,1.4942,19.43
12,Chalmar Rib Eye 350g,Food,Main Grill,Star,4154134.54,12958,320.58,-25335.190000000002,-0.61,1.4109,20.8409
13,Lamb Loin Cutlets 330g,Food,Main Grill,Star,3887288.71,11851,328.01,-29567.88,-0.75,1.3203,22.1612
14,Braised Lamb Shank ,Food,Main Grill,Star,3864382.87,11030,350.35,-30045.48,-0.77,1.3125,23.4737
15,Fish & Chips,Food,Main Sea Food,Star,3649833.5100000002,21891,166.73,-18942.45,-0.52,1.2397,24.7134
16,Hennessy Vsop ,Beverage,Ent - Cognac,Star,3644820.6799999997,18941,192.43,-24078.910000000003,-0.66,1.238,25.9514
17,Grilled Baby Kingklip,Food,Main Sea Food,Star,3470737.99,12061,287.77,-36520.67,-1.04,1.1788,27.1302
18,Chicken Wings 500g,Food,Light Meals,Star,3388598.88,20962,161.65,-20459.05,-0.6,1.1509,28.2811
19,Gourmet Beef Burger,Food,Light Meals,Star,3317361.99,20888,158.82,-14638.32,-0.44,1.1267,29.4078
20,Chalmar Beef Fillet 300g,Food,Main Specials,Star,3296064.95,10242,321.82,-13877.14,-0.42,1.1195,30.5273
21,Lamb Curry,Food,Main Salad,Star,3116044.6799999997,10184,305.97,-28633.96,-0.91,1.0584,31.5857
22,French Fries,Food,Side Orders,Star,3109456.04,64746,48.03,-17687.55,-0.57,1.0561,32.6418
23,Hennessy VSOP 750ml,Beverage,Ent - Cognac,Star,3023454.04,1079,2802.09,-48471.78999999999,-1.58,1.0269,33.6687
24,Goat Tagine,Food,Main Grill,Star,2896925.46,9288,311.9,-49542.259999999995,-1.68,0.9839,34.6526
25,San Wrap Grilled,Food,Light Meals,Star,2859548.8,18252,156.67,-14888.99,-0.52,0.9712,35.6238
26,Acqua Panna 750ml,Beverage,Ent - Minerals Water,Star,2755174.26,37830,72.83,-31719.2,-1.14,0.9358,36.5596
27,Pasta Alfredo,Food,Main Pasta,Star,2674945.3600000003,16310,164.01,-10388.36,-0.39,0.9085,37.4681
28,Pasta Peppa Dew Chicken,Food,Main Pasta,Star,2573350.44,15611,164.84,-10892.84,-0.42,0.874,38.3421
29,Coke Can 300ml,Beverage,Ent - Minerals Softdrinks,Star,2507056.12,63666,39.38,-10371.71,-0.41,0.8515,39.1936
30,Grilled Prawn Tagliatelle,Food,Main Pasta,Star,2373778.13,9863,240.68,-14818.150000000001,-0.62,0.8062,39.9998
31,Grilled Prawns - 6 XL Prawns,Food,Main Specials,Star,2358594.5300000003,6532,361.08,-13624.580000000002,-0.57,0.8011,40.8009
32,Tanqueray No 10,Beverage,Ent - White Spirits,Star,2246757.2600000002,36032,62.35,-11198.92,-0.5,0.7631,41.564
33,Tequila Don Julio,Beverage,Ent - Liqueur,Star,2228841.7,26030,85.63,-18489.67,-0.82,0.757,42.321
34,Margarita,Beverage,Ent - Cocktails,Star,2113489.3,18829,112.25,-11573.3,-0.54,0.7178,43.0388
35,Jagermeister,Beverage,Ent - Liqueur,Star,1979498.5,37292,53.08,-18901.199999999997,-0.95,0.6723,43.7111
36,1Kg Chicken Wings,Food,Main Specials,Star,1963934.95,7489,262.24,-13567.09,-0.69,0.667,44.3781
37,Heineken Draught,Beverage,Ent - Beer,Star,1962319.58,33315,58.9,-5918.59,-0.3,0.6665,45.0446
38,Jordan Estate Black Magic Stelle,Beverage,Ent - Red Wine,Star,1958852.46,9128,214.6,-9119.49,-0.46,0.6653,45.7099
39,Savanna Dry NRB 330ml,Beverage,Ent - Cooler,Star,1895355.67,41004,46.22,-7794.39,-0.41,0.6438,46.3537
40,Castle Lite Draught,Beverage,Ent - Beer,Star,1786273.56,33689,53.02,-6408.46,-0.36,0.6067,46.9604
41,San Chicken Salad,Food,Salad,Star,1670344.3699999999,12730,131.21,-8896.57,-0.53,0.5673,47.5277
42,Long Island Iced Tea,Beverage,Ent - Cocktails,Star,1636516.39,13773,118.82,-6380.48,-0.39,0.5558,48.0835
43,Corona Extra 330ml,Beverage,Ent - Beer,Star,1634562.13,28188,57.99,-7707.5199999999995,-0.47,0.5552,48.6387
44,Stella Artois Draught ,Beverage,Ent - Beer,Star,1602004.4,26783,59.81,-7085.85,-0.44,0.5441,49.1828
45,La Vie Glass Still 750ml,Beverage,Ent - Minerals Water,Star,1597699.6099999999,33873,47.17,-8601.1,-0.54,0.5427,49.7255
46,Chalmar Sirloin 300g,Food,Main Grill,Star,1540912.6600000001,5139,299.85,-7660.5,-0.49,0.5234,50.2489
47,Glenfiddich 15 Year,Beverage,Ent - Whiskey,Star,1498588.42,10569,141.79,-21892.58,-1.44,0.509,50.7579
48,Tonic Water Indian Fitch & Leeds,Beverage,Ent - Minerals Softdrinks,Star,1498102.03,45250,33.11,-8330.18,-0.55,0.5088,51.2667
49,Jameson,Beverage,Ent - Whiskey,Star,1496186.44,34116,43.86,-5875.1,-0.39,0.5082,51.7749
50,Vilafonte Seriously Old Dirt ,Beverage,Ent - Red Wine,Star,1465641.36,2239,654.6,-9377.59,-0.64,0.4978,52.2727
51,Chalmar Tomahawk Steak,Food,Main Grill,Star,1451249.32,2987,485.86,-29569.83,-2.0,0.4929,52.7656
52,Lemonade Fitch & Leeds 200ml,Beverage,Ent - Minerals Softdrinks,Star,1377514.75,40948,33.64,-8649.470000000001,-0.62,0.4679,53.2335
53,Edgebaston David Finlayson Cab S,Beverage,Ent - Red Wine,Star,1352969.19,7031,192.43,-4319.24,-0.32,0.4595,53.693
54,Jameson Select Reserve ,Beverage,Ent - Whiskey,Star,1351205.38,18104,74.64,-8453.23,-0.62,0.4589,54.1519
55,Cappuccino,Food,Ent - Coffee,Star,1341322.1800000002,37239,36.02,-7895.73,-0.59,0.4556,54.6075
56,Mushroom Truffle Soup,Food,Soup,Star,1339147.67,9631,139.05,-3988.48,-0.3,0.4548,55.0623
57,Chalmar Rump 300g,Food,Main Grill,Star,1322971.6099999999,4516,292.95,-6386.48,-0.48,0.4493,55.5116
58,Ice Tropez NRB 275ml,Beverage,Ent - Cooler,Star,1246707.4300000002,9535,130.75,-6488.32,-0.52,0.4234,55.935
59,Tequila El Jimador Gold,Beverage,Ent - Liqueur,Star,1228743.89,23369,52.58,-4269.87,-0.35,0.4173,56.3523
60,Strawberry Daiquiry,Beverage,Ent - Cocktails,Star,1178104.49,11385,103.48,-6316.54,-0.53,0.4001,56.7524
61,Avocado Ritz,Food,Starter,Star,1156389.79,7018,164.77,-5854.79,-0.5,0.3928,57.1452
62,Klein Constantia Metis Sauv Blan,Beverage,Ent - White Wine,Star,1151356.7,5628,204.58,-3401.86,-0.29,0.3911,57.5363
63,Hendricks Gin,Beverage,Ent - White Spirits,Star,1150617.93,21069,54.61,-6223.54,-0.54,0.3908,57.9271
64,Cake of the Day,Food,Cold Dessert,Star,1120650.8599999999,9432,118.81,-7714.91,-0.68,0.3806,58.3077
65,Red Bull Can 250ml,Beverage,Ent - Minerals Softdrinks,Star,1083142.8199999998,22572,47.99,-6749.63,-0.62,0.3679,58.6756
66,San Pellegrino 750ml,Beverage,Ent - Minerals Water,Star,1074149.28,14804,72.56,-14652.09,-1.35,0.3648,59.0404
67,Rupert & Rothschild Baron Edmond,Beverage,Ent - Red Wine,Star,1072262.21,1085,988.26,-22490.960000000003,-2.05,0.3642,59.4046
68,Johnnie Walker Black,Beverage,Ent - Whiskey,Star,1049581.6800000002,13944,75.27,-2795.8999999999996,-0.27,0.3565,59.7611
69,Chivas Regal 12 Year 750ml,Beverage,Ent - Whiskey,Star,1038438.9,435,2387.22,-6831.72,-0.65,0.3527,60.1138
70,Pastry Basket (4 Pastries),Food,Breakfast Extra,Star,1029472.38,10592,97.19,-776.5799999999999,-0.08,0.3497,60.4635
71,Mixed Berry Gin & Tonic,Beverage,Ent - Cocktails,Star,994194.96,6927,143.52,-4115.5,-0.41,0.3377,60.8012
